地名id,地名,繁体地名,别名,地名类别,景观类型,地理位置,朝代,时期,经度,纬度,相关作品,相关人物,相关地点,相关事件,地名描述
1362,徐忠墓,徐忠墓,,陵墓,人物姓氏,天隆寺西南王家牌坊处,明代,明代,118.7511,31.9776,,,,,"徐忠墓为蔡国公墓穴。
蔡国公徐忠墓在中华门外八里许天隆寺西南王家牌坊，有碑凡二，皆已残破，仅馀赑屃。道侧有石坊残石，额曰蔡国公墓道。——《金陵古迹图考》"
862,韩桥,韓橋,,桥梁,人物姓氏,南京化工厂附近,宋代,宋代,118.8244,32.1431,,,,,"韩桥在观音门外，去城东北三十里。
《跳五猖》旧有“文五猖”、“武五猖”、“超五猖”、“马上五猖”数种，它们风格各异，所配道具有别，其中“文五猖”的传承状态较好，作为其代表的定埠韩桥村的《跳五猖》，已成为省级非物质文化遗产保护项目。——《南京民俗》"
807,石城坊,石城坊,,道路,城市与建筑,秦淮区大洋百货一带,宋代,宋代,118.7778,32.0406,,,,,
721,禅灵渚渡,禪靈渚渡,,桥梁,宗教,延兴寺北路东,六朝,六朝,118.7733,32.0229,,,,,
1701,瓦匠巷,瓦匠巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7846,32.0198,,,,,"清代，瓦匠巷与豆腐巷、水巷等相衔
位于夫子庙西牌坊西南，东起来燕桥北，迤西南至长乐路武定桥西堍，长350米。六朝时期，其地为骠骑航西岸，人烟辏辐，初名参佐巷。相传著名才子顾恺之[顾恺之(348-409)，字长康，小字虎头，晋陵无锡（今江苏无锡）人。博学多才，尤善绘画。所绘人物，注重传神，世称“三绝”，现存《女史箴图》，传乃其手迹。]即居于巷西之顾楼街。及至宋元，因辟建嘉瑞桥（即武定桥），易名嘉瑞坊。明清时期，该地由数条小巷即豆腐巷、瓦匠巷、水巷等相衔组成。——《十里秦淮桥道志》"
821,细柳坊,細栁坊,,道路,物产与经济,秦淮区复兴巷一带,宋代,宋代,118.7925,32.0314,,,,,明代时是柳条编织工匠聚集的作坊。明代的开国功臣、丞相胡惟庸的府邸也曾坐落在此。——网络检索
2134,小油坊巷,小油坊巷,,道路,交通,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7818,32.0182,,,大油坊巷、小西湖、箍桶巷,,小油坊巷，东起小西湖，西至大油坊巷。此巷为大油坊巷支巷，故名。——《十里秦淮桥道志》
1572,曹都巷,曹都巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.776,32.0361,,,大香炉,,"据说张士诚埋在曹都巷口
至正二十五年（公元1365年），朱元璋又打垮了占有今苏南、浙北和苏北部分地区的张士诚军队。并于两年后攻破平江城(今苏州市），俘虏了张士诚，将其押解来金陵，杖打后再用绳子勒死在竺桥。据传说，张士诚死后就埋葬在今朝天宫东面的丰富路曹都巷口，墓上镇以小白塔和铁香炉，所以现在该处还有“大香炉”的地名。——《南京史话上》"
974,吴平忠侯墓,吳平忠侯墓,,陵墓,人物姓氏,栖霞区栖霞大道南,宋代,宋代,118.9032,32.1348,,,,,萧景是梁武帝萧衍的堂弟，受封吴平县侯，谥号“忠”。在梁武帝诸多兄弟（堂兄弟）中，萧景算是比较出挑的一位了，《梁书》中评价他：“萧景之才辩识断，益政佐时，盖梁宗室令望者矣”——豆瓣
1753,牵牛巷,牽牛巷,,道路,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7768,32.0201,,,江宁县、江宁县署,,《南京地名源》引用清朝《同治上江两县志》载：县署前左右有二井，井上故有二槐，形家言地形如牛，此乃目与角也。——《南京地名源》
2605,军械所,軍械所,,衙署,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.766,32.0395,,,,,“1864年，清政府的“内军械所”由安庆迁至南京，军械所在汉西门。军械分所在汉西门。”——《南京史话下》
2607,教敷营,教敷營,,衙署,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7813,32.0239,,,,,清朝，此地成为练武打靶场地，遂为教敷营。教敷巷东起教敷营，西至中华路。——百度百科
724,丹阳后航,丹陽後航,,桥梁,城市与建筑,东水关一带,六朝,六朝,118.7917,32.0246,,,,,
2399,峨眉岭,峨眉嶺,,山脉,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7684,32.0486,,,,,"清代，峨眉岭上的白塔寺多次被毁重修。
清嘉、道间称“禅栖胜境”。咸丰间被毁。光绪初年，僧宏兴重建；十六年，毁于火；二十一年，僧冠玺重建大殿、南楼等，规模又粗备矣。——《金陵胜迹志》"
1849,磊功巷,磊功巷,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7844,32.0174,,,,,"兰明经玉堂讲书的地方。
兰讳启勋带芬夫子从父，亦受业师也。遗腹生，太母氏费食贫茹蘖，抚以成立。先生先意养志，授徒于家，闻一咳嗽声必人问安否。带芬夫子讳玉堂，世家学，授徒于磊功巷，以讲书名。时有“北庄南兰”之目。——《留都见闻录》"
976,双女坟,雙女墳,,陵墓,人物姓氏,高淳区固城镇,宋代,宋代,118.9647,31.3123,,,,,墓中两位姑娘与韩国才子崔致远的奇遇，在中韩文坛上流传着一段千古佳话。据传，墓中长眠的两名才貌出众的少女，一说是当地富豪张氏二女，因婚姻不能遂愿，姐妹双双含恨自尽；一说是招贤驿丞的二女，遇暴不屈，殉节而亡。死后同葬一墓，人称“双女坟”。
1356,大天界寺,大天界寺,,寺观/祠庙,宗教,雨花台区雨花西路能仁里,明代,明代,118.7658,32.0032,,,,,"大天界寺始建于元朝，初名大龙翔皇庆寺，洪武元年改名为大天界寺。
初，元文宗天历元年始建大龙翔皇庆寺，在今都城之龙河。洪武元年春，即本寺开设善世院，以僧慧昙领教事，改赐额曰大天界寺，御书天下第一禅林，榜于门外。——《建康古今记》"
1770,四圣堂,四聖堂,,道路,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7763,32.0219,,,,,三清殿上鸣金钟，道士步虚；四圣堂前敲玉磬，真人礼斗。献香台砌，彩霞光射碧琉璃；召将瑶坛，赤日影摇红玛瑙。早来门外祥云现，疑是天师送老君。——《水浒传》
1678,银台闸,銀台閘,,水利设施,物产与经济,下水关,清朝,清朝,118.7659,32.0312,,,西水关,,"清代，罗秉伦建闸，命名为银台闸
《上元江宁乡土合志》卷四：康熙时，江南缙绅率多京职。罗秉伦，字振彝，江宁人，由编修起家。[罗秉伦（生卒不详），字振彝，号继峰，江宁（今南京）人。康熙五年（1666）丙午科江南乡试举人；十二年（1673)癸丑科殿试二甲第38名进士，选翰林院庶吉士；十五年（1676)散馆，授河南道监察御史。历任大理寺丞、光禄寺卿、通政司使等。]官通政使，创元宁会馆于都城东。归里后，造闸于西水关，以蓄洩水，即以官名之曰银台闸也。所居甘雨巷旁，亦名银台第——《十里秦淮桥道志》"
1993,老虎洞,老虎洞,,道路,山川,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7408,32.0752,,,金山、灵谷寺、中山、孝陵,,"清朝时期，曾有人在此地描写景色，借以抒情。
《老虎洞寻张某昼晦失路堕荆棘中野宿达旦见张治酒慰劳因述其事》
戴亨
阴云万顷大荒屯，失路无从可问津。
月黑豺狼饥猎兽，山深魑魅夜呼人。
朝暾隐显寻烟火，古道微茫历莽榛。
相顾主人成一笑，招魂何惜酒杯频。"
793,蛇盘市,蛇盤市,,行政区划,山川,蛇盘社区,宋代,宋代,118.8999,32.0481,,,,,
2254,仁厚里,仁厚裡,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7854,32.0121,,,,,又东为中营，为仁厚里，转北为三条营，为阿弥陀佛庵，或曰即普照庵。——《金陵琐志九种上》
1592,笃义里,篤義裡,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7588,32.062,,,,,
2575,打靶场,打靶場,,其他建筑,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.797,32.0619,,,,,"打靶场隶属陆师学堂，用作军事教学操练活动。
陆师学堂在这期间添置了许多教学用品。我们得到了一个连队的6门山地炮，这些火炮可以挂在牵引车上，也可以由驴子、马或人力运送，必要时还可以由役畜驮运。我们的学员领到了梭镖，已动手建造一个跑马场，之后就可以进行实际的操练。克虏伯公司还送给陆师学堂一批拆卸成部件的大炮供教学使用。我也让人制作了用于几何学教学的仪器。打靶场也在建造中。——《骆博凯家书》"
1520,仁孝里,仁孝裡,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7947,32.0406,,,,,"清代，宏状的文昌宫位于仁孝里。
巷内有文昌宫，殿阁宏壮。巷又名仁孝里，里人赵拱辰子自明孙咸至，皆以纯孝称。故锡名以旌异之。——《金陵琐志九种下》"
3069,扬州路,揚州路,,道路,城市与建筑,依据《1930年代南京市实测新图》定位,近代,近代,118.7605,32.0602,,,,,"近代时，扬州路曾有苏联驻华使馆用房
1933年5月2日，苏联政府任命鲍格莫洛夫为驻华特命全权大使，抵宁履任。1948年6月1日，由罗申来宁继任苏联驻华特命全权大使职，租用南京颐和路29号王青莲寓所和大方巷56号（原20号）田聚兴寓所、扬州路18号（原34号）童季龄寓所等处为苏联驻华使馆用房。——《南京民国建筑的故事下》"
1233,南京翰林院,南京翰林院,,衙署,政治军事,宗人府后,明代,明代,118.816,32.0302,,,,,"明代戏曲理论家何良俊曾在南京翰林院任职。
何良俊(1506-1573)明戏曲理论家。字元朗，号柘湖。明华亭（今上海市松江）人。曾任南京翰林院孔目。家蓄乐工，对北曲音乐颇有研究。著有《柘湖集》、《何氏语林》、《四友斋丛说》。——《南京文化志上册》"
1815,平章巷,平章巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7753,32.0293,,,,,"清代，皮厂巷更名为平章巷。
有小庵，祀明佥都御史景公，清颜曰‘景公阁’。道光中，居人修造闬门，更名‘平章’。——《南京地名源》"
1910,慧月居,慧月居,,寺观/祠庙,其他,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7665,32.0163,,,,,慧月居旧为华严僧庵，光绪初年，改为慧月居尼刹，颇为清净。——《金陵古迹图考》
1204,南唐北苑,南唐北苑,,古迹,玄武湖南,政治军事,元代,元代,118.7903,32.075,,,,,"北宋学者徐铉曾于南唐北苑赴宴。
望蒋峤之嵚崟，祝为圣寿；泛潮沟之清浅，流作恩波。——《北苑侍宴赋序》"
1736,皇册库,皇冊庫,,道路,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7726,32.0237,,,船板巷,,皇册库，东起船板巷，西至五间厅。明洪武年间在此建库，存皇册图籍，故名。——《秦淮区志》
1131,金陵冈,金陵岡,,山脉,南京城府城西，龙湾路附近,城市与建筑,元代,元代,118.787,32.0328,,,,,"宋末，岳飞邀败金宗弼于金陵冈。
再西为金陵冈，本曰靖安镇，宋岳飞邀败金宗弼之处。——《新都胜迹考》"
1906,洪公祠,洪公祠,,祠庙,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.777,32.0375,,,,,"南京地名文化的一部分，出现在古诗词里。
《谒洪公祠有感》
刘钦翼
孤忠谁与简遗编，欲写心碑句未便。
日落狐眠蝴蝶冢，月高猿啸杜鹃天。
血飞断岸应成碧，气咽残潮半带烟。
一自身名归海鹤，千秋功过夕阳前（清乾隆《海丰县志》卷九）。"
2321,虎贲仓,虎賁倉,,其他建筑,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7683,32.0445,,,,,为明代始建，作为虎贲军粮仓，清代沿用。
2601,银元局,銀元局,,其他建筑,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7657,32.029,,,,,“清光绪二十八年（1902)，在回龙街创建银元制造局，引进西方国家的制钱工艺，生产银元和铜钱。”——《南京地名源》
2056,驴子市,驢子市,,道路,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7804,32.0251,,,,,"驴子巷位于南京市鼓楼区下关地区仪凤门外，是一条下关老街，曾有一段神奇的传说。
清末时期，在这个平民百姓居住的巷子里住着一位名叫毛老三的生意人。他喂养了四十头毛驴，专门从事用毛驴帮人运货的行当。一天，驻守在南京的一个清军守将听到风声，太平军即将进城了。他慌了手脚，决定逃离南京。于是他急令手下找来毛老三，雇他的四十头驴子为其转移财宝。安排妥当后，他率先逃跑了。
当百名清军兵勇押运驴队出了中华门不久，突然遇上了进城的太平军，清兵们见到大队的太平军，吓得扔下刀、棒，不打自逃。混乱中驴队驮着财宝也四处狂奔乱窜，不知去向。有趣的是，第二天，这四十头驴子驮着货物陆续地又回到了主人毛老三家里，把愁了一夜的毛老三乐开了怀。
太平军进城后，老百姓安居乐业过着太平的日子。毛老三思考再三，决定将这批清军掠夺来的财宝献给东王府。东王杨秀清非常感谢毛老三对太平军的大力支持。豪爽的毛老三说：“不要谢我，这全是驴子的功劳。”于是东王杨秀清传下指令，给四十头毛驴披红戴花、穿街走巷而过。从此以后，毛老三居住的这条巷子，便被人们称为“驴子巷”了。——百度百科"
583,通天台,通天臺,,古迹,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.8544,32.0741,,,,,"清朝通天台常在诗人笔下被提及，或抒怀，或怀古，或感慨怀才不遇。杨文叔、钱孟钿等都留下佳作。
“竖儒瞻拜旧山陵，落日平芜百感生。欲奏通天台下表，只怜才谢沈初明。”
（杨文叔《孝陵》）——《随园诗话》"
1817,走马巷,走馬巷,,道路,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7754,32.0297,,,,,"清代，走马巷位于泥马巷以南。
园迤南西出，有泥马巷。俗传宋高宗南渡遗迹，齐东之谈也。稍南又有走马巷。——《金陵琐志九种上》"
975,建安侯墓,建安侯墓,,陵墓,人物姓氏,江宁区淳化镇刘家边村农田中，现位于江宁区科学园南京海事职业技术学院内,宋代,宋代,118.8999,31.9213,,,,,
2352,晏驾桥,晏駕橋,,桥梁,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7899,32.0213,,,,,"晏驾桥地理位置在东花园
晏驾桥在东花园。——《金陵杂志金陵杂志续集》"
2073,管家巷,管家巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7863,32.0212,,,,,管家巷（1-71号）南京秦淮区，白鹭洲所。南起乌衣巷，北至大石坝街。相传巷内有管家大院，故名。——中国城市记忆工作室
804,运巷,運巷,,道路,交通,汉西门附近,宋代,宋代,118.7621,32.0433,,,,,
2593,巡道署,巡道署,,衙署,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7854,32.0261,,,,,"清朝府衙，位于奇望街。
江苏财政厅，地址在奇望街，即前清之盐巡道署也。——《金陵杂志金陵杂志续集》"
12,落星岗,落星崗,,山脉,愿景,落星村（暂定）,六朝,六朝,118.9861,32.1597,,,,金陵名胜20景、民国版《金陵四十八景图册》与乾隆版48景比较,"有“金陵四十八景”中“星岗落石”美景，六朝时期战事频发。
十四日平旦，数千人登落星岗。——《南齐书》"
2152,御史廊,御史廊,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.8043,32.0555,,,,,
2587,守备署,守備署,,衙署,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7889,32.0485,,,,,"守备署在清朝时期是城市守备的官衙。
江宁府城甲制、城墙防御官兵及民分布：东北共18甲，计有城守左营守备署、城守营副将驻地、内守备署、游击守备二署、小营（小教场俗呼小营，为绿营训练、三年大比阅试、康熙乾隆南巡阅武地）、兴武卫守备署、督标左营守备署、督标中营副将署及洋务局等官署等。——《南京城墙志》"
1780,犁头尖,犁頭尖,,道路,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7666,32.0315,,,,,在木屐巷西侧的尽头，与之成垂直状态的，还有一条小巷，就是犁头尖。犁头尖，南起水西门大街、莫愁路口东侧，因形状类似过去农家的犁田的犁头而名。——百度百科
1796,灯笼巷,燈籠巷,,道路,物产与经济,秦淮区水西门内,清朝,清朝,118.7687,32.0301,,,,,"灯笼巷在太平天国时期具有极大军事价值。
天朝总圣库最初设在今珠江路浮桥东南的青溪里巷，后来迁到今水西门内灯笼巷（登隆巷），现为昇州路346号。——《南京地名源》"
1709,毛家苑,毛家苑,,居民区,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7671,32.0243,,,,,“毛家苑小区，位于五福街和来凤街之间，清末，毛姓农民居此以种菜为业，故名。”——《十里秦淮桥道志》
2009,堂子大街,堂子大街,,道路,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7637,32.0406,,,,,“明末清初的时候，北京的官宦财主纷纷逃来南京，并依靠变卖家中的财物维生。据说当时堂子大街旧货商店比比皆是、鳞次栉比，并最终发展成‘旧货一条街’”——百度百科
2098,千章巷,千章巷,,道路,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7735,32.0297,,,,,千章巷古称银仓巷，银仓是一城府库藏金之地。明朝初年，有一种说法，朱元璋迁徙国内10万熟练手工业者聚集京师，形成了著名的‘明十八坊’。其中，众多从事制革技艺的匠户多集中在七家湾一带，形成明代南京皮革制作中心，当时评事街(原称皮市街)成为摊贩云集的皮货市场，是南京有名的‘皮革一条街’，这一片的牛皮街(甘雨巷北段)、大小牛首巷、打钉巷、千章巷等地名都与皮革制品有着直接的联系。——《老门牌的故事365-268》
1745,洋珠巷,洋珠巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7759,32.0248,,,,,《秦淮地名概览》：上浮桥，位于中山南路洋珠巷西端，双塘路东端，跨内秦淮河。始建于明初。——《十里秦淮道志》
2038,转龙巷,轉龍巷,,道路,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7864,32.0133,,,,,明张庄节公可大有宅在此，名小东园。直东为转龙桥。[一名八间房。]南折即转龙巷与转龙居也。自堆金桥东转为马道街，相传明富民沈万三居此。——《金陵琐志九种上》
1317,大通桥,大通橋,,桥梁,方位与位置,赛虹桥,明代,明代,118.7544 ,32.0149,,,,,
1844,大树城,大樹城,,道路,动植物,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7889,32.0149,,,,,至于大树城一名的缘由，更得从这路的百年变迁说起，那时这一带是人迹罕至的荒芜之地，每遇大雨形成一片片大小池塘和沼泽。直至从江宁迁来了一户汤姓人家在此定居，经他带头开荒种菜、挖沟造渠才改变了状态。由于此处水源充沛土质又好，于是便渐渐吸引了史、谈、柳、张等户人家，他们先后搬来此地并各打筑起竹篱笆、围水圈地，逐渐形成了零零散散的“菜农”村落，即后来所谓的“大树城5大户”，这5大户中以居住靠城墙根的汤家最大（住大树城25号），至今仍有其后人居住附近（其中汤继秀87岁、汤继忠82岁、汤继喜70岁）。汤家除栽种蔬菜外还种植多株树木，其中就有3棵粗大的槐树。后来，随着人口日益增多，通邮交往等需要，地名就提上了议事日程，人们遂以闻名的“大槐树”和“城墙根”相结合将此地段命名为“大树城”。——百度百科
1552,宗老爷巷,宗老爺巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7916,32.0491,,,,,"清末太平天国运动时曾被洪秀全占领。
清咸丰癸丑，粤贼洪秀全据金陵，以总督署为天王府，改造殿廷。官军恢复。焚毁殆尽。越数年后重建，规制如昔。内有西园，亭阁轩敞，池中石船尤为壮丽。今为江苏督军署。东辕门外，有陶文毅澍、林文忠则徐二公合祠；西辕门外，有富人李氏以乐善好施著名，其宅毁于兵火。又有宗老爷巷，明崇祯中，学政宗敦一居此。——《金陵琐志九种下》"
820,武胜坊,武勝坊,,道路,愿景,秦淮区南京市第一幼儿园一带,宋代,宋代,118.7882,32.0289,,,,,
1548,闺奁营,閨奩營,,道路,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7817,32.0331,,,,,"清朝贩卖首饰、置办嫁妆的地方。
女方家根据“门当户对”的习俗，需要准备陪嫁物品。旧时的闺奁营便是专门制作嫁妆和经营闺房用品的小巷，主要售卖马桶、脚盆、梳妆台、铜脸盆、铜痰盂、丝绸、棉花等，因为作坊和商店众多，所以用‘闺奁’作为街巷的名称。——薛光采访"
1900,定湘王,定湘王,,祠庙,史实传说与作品,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7877,32.042,,,,,"定湘王即定湘王庙，湘军为祭祀定湘王所建的祠庙。
左文襄公治军时，每战必祷之，多得神助，凡所莅官之省，皆为立庙。今江宁府城碑亭巷中之神庙，系湘军所建，香火亦极盛云。--《金陵琐志九种下》"
1332,王安石宅,王安石宅,,古迹,人物姓氏,"玄武区清溪路附近的半山亭
",明代,明代,118.8189,32.0481,,,,,"《游钟山》
宋王安石
终日看山不厌山，买山终待老山间。
山花落尽山长在，山水空流山自闲。"
2063,五马街,五馬街,,道路,景观描述,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7924,32.0313,,,,,《南京明清建筑》记载：桥畔有一富户，家有水井一口，井水沁人，清甜爽口。曾邀请五位贵族前来品尝，五人骑马并行，见到四象赞叹不已，在桥上驻足观望良久，依恋不舍，故后人取名四象桥，并留有“五马并行回望四象”的俗语，至今桥畔还留有“五马街”和“邀贵井”的地名。——《南京明清建筑》
1789,富德巷,富德巷,,道路,愿景,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7739,32.0305,,,,,道北有富德巷，[北通打钉巷。]俗呼瓦子巷。本宋和熙楼故址。明因之建北市楼，又谓之富乐院。后院移武定桥，而楼遂废。——《金陵琐志九种上》
1677,大水巷,大水巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7659,32.031,,,浮桥、升州路、下浮桥,,"民间传说大水巷以清代巷口有一蒋姓老翁在此开茶炉得名
《首都志》载有此巷，相传：清代巷口有一蒋姓老翁在此开茶炉（老虎灶），以卖冷、热水为生。常有大户人家推着小车前来打水，后谐音为“大水”以名巷。2000年，建水西门广场时拆除。——《十里秦淮桥道志》"
1799,芝麻营,芝麻營,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.767,32.0359,,,,,"朝天宫附近的百姓为铭记马娘娘深夜出宫救百姓的恩德，就把这条街命名为“芝麻营”,天长日久,“芝麻营”白了,成了现在的“止马营”。——百度百科"
1786,黑簪巷,黑簪巷,,道路,物产与经济,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7757,32.0242,,,,, 黑簪巷明初主营珠宝首饰，到清末，归在“云章公所”地界。——《老南京的地物》
1821,文思巷,文思巷,,道路,愿景,秦淮区白下路南侧，建康路北侧,清朝,清朝,118.7912,32.0276,,,,,文思巷位于南京市秦淮区白下路南侧，建康路北侧。《明代南京城图》即有此巷。马融在解释《尚书-尧典》时说：“经纬天地谓之文，道德纯备谓之思。”此巷以此“文”“思”二字得名。清《同治上江两县志》称，“文思巷，有布政司理问署”，今建筑已不存。——百度百科
1705,小百花巷,小百花巷,,道路,物产与经济,秦淮区中华路璇子巷之西,清朝,清朝,118.7754,32.018,,,,,"小百花巷曾有多处清代古井
 小百花巷16号、24号等的清代古井，已经被居民自然地融入到了现代的生活中。"
2055,厨子营,廚子營,,道路,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7791,32.0181,,,,,
2042,黄状元巷,黃狀元巷,,道路,人物姓氏,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7793,32.0207,,,,,"得名于清代状元黄殿
黄状元巷为清黄殿撰思永故宅。——《金陵古迹图考》"
2054,大井巷,大井巷,,道路,城市与建筑,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7784,32.0143,,,,,
1563,北捕厅,北捕廳,,衙署,政治军事,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.7864,32.0462,,,,,"清朝负责水上缉捕工作的衙署。
南捕厅，顾名思义，是一个与缉捕工作有关的地方。据史书记载，清代南京城内有南捕通判衙署（简称南捕厅）和北捕通判衙署（简称北捕厅）两个专门从事缉捕工作的衙署。东起府西街（今为中山南路）、西接绒庄巷的南捕厅负责辖区内陆上的缉捕工作，位于府北土街口（今中山东路洪武路口的旧称）的北捕厅则负责水上缉捕工作。——《中国名人故居游学馆》"
2775,狗耳巷,狗耳巷,,道路,山川,依据《1930年代南京市实测新图》定位,近代,近代,118.762,32.0794,,,,,传此地在古代为一条大沟，后填平成巷，名“沟儿巷”，后“沟儿”讹传为“狗耳”，故名。1966年曾改名“新华巷”，1969年改名为“建新里”，1982年恢复为“狗耳巷”。——百度百科
1588,四眼井,四眼井,,其他建筑,方位与位置,依据《陆师学堂新测金陵省全图》，补充1874年《上江两县志》、1908年《金陵杂志》定位,清朝,清朝,118.763,32.0437,,,,,"四眼井是由一位明代的和尚所建
它建造于明崇祯十年(1637年)，比钟楼晚68年(在四眼井对面，建于明代隆庆三年(1569年)），建造它的是当时崇圣寺的一位叫“了凡”的和尚。"
1802,礼拜寺巷,禮拜寺巷,,道路,宗教,南京市秦淮区朝天宫堂子街罗廊路,清朝,清朝,118.7635,32.0393,,,,,"联接七家湾和礼拜寺，承载着回民的文化传统。
邺路打钉巷有一清真寺，巷因寺得名，俗称礼拜寺巷。寺不远处就是七家湾。七家湾因最早住有七家回民而得名。这里自明朝以来就是南京城回民聚集居住之地。礼拜寺便是这一带回民进行宗教活动的场所之一。——《南京明清建筑》"
